age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,y
27,admin.,single,high.school,no,yes,no,cellular,apr,fri,1,999,0,nonexistent,yes
45,blue-collar,married,basic.9y,no,no,no,cellular,apr,fri,3,999,1,failure,no
42,blue-collar,married,basic.6y,no,yes,no,cellular,apr,fri,2,999,0,nonexistent,no
39,technician,married,basic.6y,no,no,yes,cellular,apr,fri,1,999,0,nonexistent,no
34,blue-collar,married,professional.course,no,no,no,cellular,apr,fri,1,999,0,nonexistent,no
41,technician,married,professional.course,no,no,no,cellular,apr,fri,1,999,0,nonexistent,no
37,technician,divorced,high.school,no,no,no,cellular,apr,fri,1,999,0,nonexistent,no
29,student,single,professional.course,no,yes,no,cellular,apr,fri,2,999,1,failure,no
22,admin.,single,university.degree,no,no,no,cellular,apr,fri,1,999,0,nonexistent,yes
41,blue-collar,married,basic.6y,no,no,no,cellular,apr,fri,1,999,1,failure,no
51,housemaid,divorced,high.school,unknown,no,no,cellular,apr,fri,2,999,0,nonexistent,no
44,management,married,professional.course,no,no,no,cellular,apr,fri,1,999,1,failure,no
34,housemaid,divorced,university.degree,no,unknown,unknown,cellular,apr,fri,2,999,1,failure,no
41,admin.,divorced,high.school,no,yes,no,cellular,apr,fri,3,999,0,nonexistent,no
41,blue-collar,married,basic.4y,unknown,yes,no,cellular,apr,fri,2,999,0,nonexistent,no
71,retired,single,unknown,no,yes,no,cellular,apr,fri,3,999,0,nonexistent,yes
47,admin.,married,university.degree,unknown,yes,yes,cellular,apr,fri,2,999,0,nonexistent,no
50,technician,married,professional.course,no,no,no,cellular,apr,fri,1,999,0,nonexistent,no
34,technician,married,university.degree,no,no,no,cellular,apr,fri,1,999,0,nonexistent,yes
28,admin.,single,university.degree,no,no,no,cellular,apr,fri,1,999,0,nonexistent,no
36,admin.,divorced,high.school,no,no,no,cellular,apr,fri,3,999,0,nonexistent,no
44,admin.,single,university.degree,no,yes,no,cellular,apr,fri,2,999,0,nonexistent,no
34,blue-collar,married,professional.course,no,no,no,cellular,apr,fri,2,999,0,nonexistent,no
44,admin.,single,university.degree,no,no,no,cellular,apr,fri,2,999,0,nonexistent,no
43,blue-collar,married,basic.9y,no,no,yes,cellular,apr,fri,3,999,1,failure,no
48,admin.,married,basic.4y,no,yes,no,cellular,apr,fri,3,999,2,failure,no
41,blue-collar,married,basic.4y,unknown,yes,no,cellular,apr,fri,2,999,1,failure,no
25,student,married,university.degree,no,no,yes,cellular,apr,fri,2,999,0,nonexistent,no
33,technician,single,high.school,no,no,no,cellular,apr,fri,2,999,0,nonexistent,no
53,admin.,married,university.degree,no,yes,no,cellular,apr,fri,1,999,0,nonexistent,no
45,housemaid,married,university.degree,no,yes,no,telephone,apr,fri,2,999,1,failure,no
49,services,divorced,high.school,no,no,no,cellular,apr,fri,3,999,1,failure,no
36,technician,married,professional.course,no,yes,no,cellular,apr,fri,4,999,0,nonexistent,no
33,self-employed,single,university.degree,no,yes,no,cellular,apr,fri,2,999,0,nonexistent,no
47,management,married,professional.course,no,yes,no,cellular,apr,fri,2,999,1,failure,no
30,technician,single,professional.course,no,no,no,cellular,apr,fri,2,999,0,nonexistent,no
29,services,single,high.school,no,no,no,cellular,apr,fri,2,999,1,failure,no
31,admin.,married,high.school,no,yes,no,cellular,apr,fri,2,999,0,nonexistent,no
59,admin.,divorced,university.degree,no,yes,no,cellular,apr,fri,3,999,0,nonexistent,no
33,admin.,single,high.school,no,no,no,cellular,apr,fri,2,999,0,nonexistent,no
38,services,married,high.school,no,no,no,cellular,apr,fri,2,999,0,nonexistent,no
34,unemployed,married,basic.9y,unknown,yes,no,cellular,apr,fri,3,999,0,nonexistent,no
48,unemployed,married,high.school,no,yes,no,cellular,apr,fri,3,999,0,nonexistent,no
47,technician,divorced,university.degree,no,no,yes,cellular,apr,fri,2,999,1,failure,no
38,technician,married,professional.course,unknown,no,no,cellular,apr,fri,2,999,0,nonexistent,no
29,student,single,unknown,no,yes,no,cellular,apr,fri,5,999,0,nonexistent,yes
34,blue-collar,married,basic.9y,no,yes,no,cellular,apr,fri,2,999,0,nonexistent,no
36,admin.,single,high.school,no,yes,no,cellular,apr,fri,2,999,0,nonexistent,no
33,blue-collar,married,basic.4y,no,no,yes,cellular,apr,fri,2,999,0,nonexistent,no
36,blue-collar,married,basic.9y,unknown,no,no,telephone,apr,fri,4,999,0,nonexistent,no
31,admin.,married,high.school,no,no,no,cellular,apr,fri,2,999,0,nonexistent,no
36,technician,married,professional.course,unknown,no,no,cellular,apr,fri,2,999,0,nonexistent,no
28,technician,single,university.degree,no,no,no,cellular,apr,fri,2,999,0,nonexistent,no
75,housemaid,divorced,basic.4y,no,no,no,cellular,apr,fri,4,999,0,nonexistent,no
37,technician,married,professional.course,no,no,no,cellular,apr,fri,2,999,0,nonexistent,no
34,entrepreneur,married,university.degree,no,yes,no,cellular,apr,fri,3,999,0,nonexistent,yes
30,services,single,professional.course,no,yes,no,cellular,apr,fri,2,999,0,nonexistent,no
47,technician,single,university.degree,no,no,no,cellular,apr,fri,2,999,0,nonexistent,no
37,admin.,married,high.school,no,yes,no,cellular,apr,fri,1,999,1,failure,no
36,admin.,divorced,high.school,no,yes,no,cellular,apr,fri,2,999,1,failure,no
36,entrepreneur,married,basic.9y,no,yes,no,cellular,apr,fri,2,999,1,failure,no
43,blue-collar,married,basic.6y,no,yes,no,cellular,apr,fri,2,999,0,nonexistent,no
28,services,married,high.school,no,no,no,cellular,apr,fri,3,999,0,nonexistent,no
57,retired,married,basic.6y,unknown,no,no,cellular,apr,fri,2,999,1,failure,no
51,blue-collar,married,basic.9y,unknown,no,no,cellular,apr,fri,2,999,1,failure,no
40,blue-collar,single,basic.6y,unknown,no,yes,cellular,apr,fri,2,999,0,nonexistent,no
49,technician,married,unknown,no,no,no,cellular,apr,fri,1,999,0,nonexistent,yes
33,admin.,married,high.school,unknown,no,no,cellular,apr,fri,6,999,0,nonexistent,no
37,services,married,high.school,no,no,no,cellular,apr,fri,2,1,1,success,no
48,services,single,high.school,no,no,no,cellular,apr,fri,3,999,0,nonexistent,no
26,technician,single,professional.course,no,yes,no,cellular,apr,fri,1,999,0,nonexistent,yes
60,admin.,married,university.degree,no,no,no,cellular,apr,fri,3,999,0,nonexistent,no
37,entrepreneur,married,basic.4y,no,yes,no,cellular,apr,fri,3,999,0,nonexistent,no
39,blue-collar,married,basic.4y,no,yes,no,cellular,apr,fri,2,999,0,nonexistent,no
55,management,married,university.degree,no,yes,no,cellular,apr,fri,2,999,0,nonexistent,yes
44,services,single,high.school,no,no,no,cellular,apr,fri,2,999,1,failure,no
40,housemaid,married,basic.6y,unknown,unknown,unknown,cellular,apr,fri,2,999,0,nonexistent,yes
49,admin.,divorced,high.school,no,unknown,unknown,cellular,apr,fri,3,999,0,nonexistent,no
40,blue-collar,single,basic.6y,unknown,yes,no,cellular,apr,fri,3,999,1,failure,no
39,services,married,high.school,no,no,no,cellular,apr,fri,2,999,0,nonexistent,no
39,management,single,university.degree,no,no,no,cellular,apr,fri,1,999,0,nonexistent,no
31,entrepreneur,married,university.degree,unknown,yes,no,cellular,apr,fri,2,999,1,failure,no
55,management,married,university.degree,no,no,no,cellular,apr,fri,2,999,0,nonexistent,no
42,admin.,single,high.school,no,no,no,cellular,apr,fri,2,999,0,nonexistent,no
24,services,single,high.school,no,no,yes,cellular,apr,fri,2,999,1,failure,no
47,admin.,married,basic.9y,no,yes,yes,cellular,apr,fri,3,999,1,failure,no
49,admin.,single,basic.6y,no,yes,yes,cellular,apr,fri,2,999,0,nonexistent,no
37,services,married,high.school,no,yes,yes,cellular,apr,fri,2,999,0,nonexistent,no
32,services,married,high.school,no,no,yes,cellular,apr,fri,2,999,0,nonexistent,no
31,blue-collar,married,basic.9y,no,yes,no,cellular,apr,fri,2,999,0,nonexistent,no
36,blue-collar,married,basic.9y,no,yes,no,cellular,apr,fri,4,999,0,nonexistent,no
37,management,divorced,high.school,no,yes,no,cellular,apr,fri,2,999,0,nonexistent,no
41,admin.,married,high.school,no,no,yes,cellular,apr,fri,2,999,0,nonexistent,no
30,student,single,professional.course,no,no,yes,cellular,apr,fri,2,999,1,failure,no
45,blue-collar,married,unknown,no,yes,no,cellular,apr,fri,3,999,1,failure,no
38,technician,married,basic.4y,no,no,yes,cellular,apr,fri,2,999,0,nonexistent,no
35,admin.,single,high.school,no,no,no,cellular,apr,fri,2,5,2,success,no
37,technician,divorced,high.school,no,no,yes,telephone,apr,fri,2,999,0,nonexistent,no
55,admin.,divorced,high.school,no,unknown,unknown,cellular,apr,fri,2,999,0,nonexistent,no
33,admin.,single,university.degree,no,no,no,cellular,apr,fri,5,999,1,failure,no
35,blue-collar,married,basic.6y,no,no,yes,cellular,apr,fri,3,999,0,nonexistent,no
38,admin.,single,high.school,no,yes,no,cellular,apr,fri,2,999,1,failure,no
37,blue-collar,married,basic.9y,no,no,yes,cellular,apr,fri,2,999,0,nonexistent,no
41,admin.,single,unknown,unknown,yes,no,cellular,apr,fri,2,999,0,nonexistent,no
35,admin.,single,university.degree,no,yes,no,cellular,apr,fri,2,999,1,failure,no
38,blue-collar,married,basic.9y,unknown,no,yes,cellular,apr,fri,2,999,2,failure,no
37,blue-collar,divorced,basic.4y,no,no,no,cellular,apr,fri,2,999,0,nonexistent,no
46,entrepreneur,married,professional.course,no,no,yes,cellular,apr,fri,2,999,0,nonexistent,no
42,services,married,high.school,no,no,no,cellular,apr,fri,2,999,0,nonexistent,no
36,blue-collar,married,basic.9y,no,yes,no,cellular,apr,fri,3,999,1,failure,no
46,blue-collar,single,basic.4y,no,unknown,unknown,cellular,apr,fri,2,999,1,failure,no
40,services,divorced,high.school,no,yes,no,telephone,apr,fri,3,999,0,nonexistent,no
36,admin.,single,high.school,no,yes,no,cellular,apr,fri,5,999,0,nonexistent,no
29,entrepreneur,single,university.degree,no,yes,no,cellular,apr,fri,2,999,0,nonexistent,no
55,retired,married,high.school,unknown,yes,no,cellular,apr,fri,2,999,1,failure,no
43,blue-collar,married,basic.6y,unknown,no,no,cellular,apr,fri,2,999,0,nonexistent,no
34,blue-collar,divorced,basic.4y,no,no,no,cellular,apr,fri,5,999,0,nonexistent,no
34,management,divorced,professional.course,no,yes,no,cellular,apr,fri,2,999,0,nonexistent,no
33,technician,married,professional.course,unknown,yes,no,cellular,apr,fri,2,999,0,nonexistent,no
45,services,single,unknown,no,yes,no,cellular,apr,fri,4,999,0,nonexistent,yes
40,blue-collar,married,basic.4y,no,yes,no,cellular,apr,fri,2,999,0,nonexistent,no
32,blue-collar,single,high.school,no,no,no,cellular,apr,fri,4,999,1,failure,no
46,entrepreneur,married,professional.course,no,yes,yes,cellular,apr,fri,3,999,0,nonexistent,no
40,blue-collar,married,basic.6y,no,no,no,cellular,apr,fri,2,999,0,nonexistent,no
40,admin.,married,university.degree,no,yes,no,cellular,apr,fri,3,999,0,nonexistent,no
29,entrepreneur,single,university.degree,no,no,no,cellular,apr,fri,2,999,0,nonexistent,no
36,services,married,high.school,no,no,no,cellular,apr,fri,3,999,0,nonexistent,no
27,unemployed,single,basic.9y,no,no,no,cellular,apr,fri,2,999,1,failure,no
40,services,married,high.school,no,no,no,cellular,apr,fri,6,999,1,failure,no
29,admin.,single,university.degree,no,no,no,telephone,apr,fri,2,999,0,nonexistent,no
42,blue-collar,single,unknown,no,no,no,cellular,apr,fri,2,999,0,nonexistent,no
53,blue-collar,married,basic.4y,no,yes,no,cellular,apr,fri,2,999,0,nonexistent,no
46,management,married,university.degree,unknown,no,no,cellular,apr,fri,3,999,1,failure,no
33,services,single,high.school,no,yes,no,cellular,apr,fri,2,999,0,nonexistent,no
43,blue-collar,married,basic.6y,unknown,no,no,cellular,apr,fri,2,999,0,nonexistent,no
28,admin.,single,university.degree,no,no,no,telephone,apr,fri,2,999,0,nonexistent,yes
45,admin.,married,high.school,no,yes,yes,cellular,apr,fri,3,999,0,nonexistent,yes
22,student,single,high.school,no,yes,no,cellular,apr,fri,3,999,0,nonexistent,no
38,technician,divorced,high.school,no,no,no,telephone,apr,fri,3,6,1,success,yes
26,technician,single,professional.course,no,yes,no,telephone,apr,fri,2,999,0,nonexistent,no
34,admin.,divorced,high.school,no,yes,yes,cellular,apr,fri,2,999,0,nonexistent,no
35,blue-collar,married,professional.course,no,no,no,cellular,apr,fri,2,999,1,failure,no
39,management,single,university.degree,no,yes,no,cellular,apr,fri,2,999,0,nonexistent,yes
40,admin.,single,high.school,no,yes,no,cellular,apr,fri,3,999,1,failure,no
37,blue-collar,single,basic.6y,no,yes,no,cellular,apr,fri,2,999,0,nonexistent,no
41,blue-collar,married,unknown,unknown,yes,no,cellular,apr,fri,2,999,1,failure,no
29,admin.,divorced,basic.9y,no,yes,no,cellular,apr,fri,2,999,0,nonexistent,no
36,admin.,single,high.school,no,yes,no,cellular,apr,fri,2,999,0,nonexistent,no
39,management,married,university.degree,no,no,yes,cellular,apr,fri,3,999,0,nonexistent,no
42,services,divorced,unknown,no,no,no,cellular,apr,fri,2,999,1,failure,no
22,admin.,married,high.school,no,no,yes,cellular,apr,fri,2,999,1,failure,no
35,blue-collar,married,basic.6y,no,no,no,cellular,apr,fri,3,999,0,nonexistent,no
44,blue-collar,single,basic.9y,unknown,yes,no,cellular,apr,fri,3,999,2,failure,no
39,management,single,university.degree,no,no,no,cellular,apr,fri,2,999,1,failure,no
45,blue-collar,married,unknown,no,no,no,cellular,apr,fri,2,999,0,nonexistent,no
38,management,divorced,university.degree,no,no,yes,cellular,apr,fri,2,999,0,nonexistent,no
34,technician,married,professional.course,no,yes,no,cellular,apr,fri,2,999,0,nonexistent,no
36,technician,married,professional.course,no,no,yes,cellular,apr,fri,2,999,0,nonexistent,no
36,admin.,single,high.school,no,no,no,cellular,apr,fri,3,999,0,nonexistent,no
42,services,single,high.school,no,no,no,cellular,apr,fri,3,999,1,failure,no
48,admin.,divorced,high.school,no,no,yes,cellular,apr,fri,3,999,0,nonexistent,yes
60,retired,married,basic.4y,unknown,yes,no,cellular,apr,fri,2,999,0,nonexistent,yes
41,blue-collar,married,basic.9y,unknown,yes,no,cellular,apr,fri,2,999,0,nonexistent,no
40,self-employed,married,university.degree,no,no,no,cellular,apr,fri,3,999,0,nonexistent,no
31,student,single,high.school,no,yes,no,cellular,apr,fri,3,999,0,nonexistent,no
41,blue-collar,married,basic.4y,no,no,no,cellular,apr,fri,4,999,1,failure,no
40,entrepreneur,married,basic.9y,no,yes,no,cellular,apr,fri,2,999,0,nonexistent,no
33,admin.,divorced,high.school,no,no,no,telephone,apr,fri,3,999,0,nonexistent,no
49,technician,married,unknown,no,no,no,cellular,apr,fri,3,999,0,nonexistent,no
50,management,married,basic.6y,no,no,no,cellular,apr,fri,4,999,0,nonexistent,no
36,blue-collar,married,basic.6y,no,no,no,cellular,apr,fri,2,999,1,failure,no
34,technician,divorced,professional.course,no,yes,yes,cellular,apr,fri,2,999,1,failure,no
43,blue-collar,married,basic.6y,no,no,no,cellular,apr,fri,2,999,0,nonexistent,no
29,admin.,divorced,university.degree,no,yes,no,cellular,apr,fri,3,999,0,nonexistent,no
45,services,single,unknown,no,no,no,telephone,apr,fri,1,999,0,nonexistent,yes
35,blue-collar,married,professional.course,no,yes,yes,telephone,apr,fri,2,999,0,nonexistent,no
36,services,married,high.school,no,no,no,cellular,apr,fri,4,999,1,failure,no
39,admin.,married,university.degree,no,no,yes,cellular,apr,fri,2,999,1,failure,no
41,blue-collar,married,basic.4y,unknown,yes,no,cellular,apr,fri,4,999,0,nonexistent,no
39,admin.,married,high.school,no,yes,no,cellular,apr,fri,2,999,0,nonexistent,no
33,blue-collar,married,high.school,no,yes,no,cellular,apr,mon,2,999,0,nonexistent,no
37,blue-collar,married,high.school,no,yes,no,cellular,apr,mon,2,999,1,failure,no
33,technician,single,professional.course,no,no,no,cellular,apr,mon,2,999,0,nonexistent,no
45,housemaid,married,basic.4y,no,yes,no,cellular,apr,mon,2,999,0,nonexistent,yes
34,admin.,married,basic.9y,no,yes,no,cellular,apr,mon,5,999,0,nonexistent,no
37,services,married,high.school,no,yes,yes,cellular,apr,mon,2,999,0,nonexistent,no
38,services,married,high.school,no,no,no,cellular,apr,mon,3,999,1,failure,no
32,admin.,married,high.school,no,no,no,cellular,apr,mon,5,999,0,nonexistent,no
58,technician,married,professional.course,unknown,yes,no,cellular,apr,mon,2,999,0,nonexistent,no
34,self-employed,single,university.degree,no,yes,yes,cellular,apr,mon,2,999,0,nonexistent,no
36,technician,single,professional.course,unknown,yes,no,cellular,apr,mon,2,999,0,nonexistent,no
19,student,single,unknown,no,yes,yes,cellular,apr,mon,1,999,0,nonexistent,yes
46,entrepreneur,married,basic.4y,unknown,yes,no,cellular,apr,mon,3,999,0,nonexistent,no
60,retired,married,basic.6y,no,yes,yes,telephone,apr,mon,5,999,0,nonexistent,no
32,technician,married,professional.course,no,no,no,cellular,apr,mon,2,999,1,failure,no
38,blue-collar,married,basic.4y,no,no,yes,cellular,apr,mon,3,999,0,nonexistent,no
45,services,married,high.school,unknown,yes,no,cellular,apr,mon,2,999,1,failure,no
19,student,single,unknown,no,yes,no,cellular,apr,mon,1,999,0,nonexistent,yes
40,services,single,high.school,no,no,no,cellular,apr,mon,2,999,0,nonexistent,yes
31,management,married,university.degree,unknown,no,no,cellular,apr,mon,3,999,0,nonexistent,no
28,entrepreneur,married,university.degree,unknown,no,no,cellular,apr,mon,2,999,0,nonexistent,no
43,services,married,high.school,no,no,no,cellular,apr,mon,1,999,0,nonexistent,no
25,self-employed,divorced,university.degree,no,yes,no,telephone,apr,mon,2,999,0,nonexistent,no
40,technician,single,professional.course,no,yes,no,cellular,apr,mon,1,999,0,nonexistent,no
51,blue-collar,married,basic.9y,unknown,no,no,cellular,apr,mon,5,999,0,nonexistent,no
68,retired,married,high.school,no,no,yes,cellular,apr,mon,2,999,0,nonexistent,no
49,entrepreneur,married,basic.4y,no,no,no,cellular,apr,mon,1,999,0,nonexistent,no
42,blue-collar,married,high.school,no,yes,no,cellular,apr,mon,1,999,0,nonexistent,no
47,blue-collar,married,basic.4y,no,yes,no,cellular,apr,mon,1,999,0,nonexistent,no
40,blue-collar,married,basic.6y,unknown,yes,no,cellular,apr,mon,1,999,1,failure,no
35,technician,married,university.degree,no,no,no,cellular,apr,mon,1,999,0,nonexistent,no
48,services,single,high.school,no,yes,no,cellular,apr,mon,3,999,0,nonexistent,yes
47,blue-collar,married,basic.9y,no,yes,yes,cellular,apr,mon,1,999,0,nonexistent,no
32,technician,divorced,basic.9y,no,no,no,cellular,apr,mon,1,999,0,nonexistent,no
30,student,single,university.degree,no,yes,yes,telephone,apr,mon,1,999,0,nonexistent,no
45,services,married,high.school,unknown,yes,no,cellular,apr,mon,1,999,1,failure,no
32,services,married,high.school,no,yes,no,cellular,apr,mon,1,999,0,nonexistent,no
36,admin.,married,university.degree,no,yes,no,cellular,apr,mon,2,999,0,nonexistent,no
49,management,married,university.degree,no,no,no,cellular,apr,mon,1,999,0,nonexistent,no
36,management,single,high.school,no,no,no,cellular,apr,mon,2,999,0,nonexistent,no
37,blue-collar,divorced,basic.9y,no,yes,yes,cellular,apr,mon,1,999,0,nonexistent,no
46,entrepreneur,single,university.degree,no,yes,yes,cellular,apr,mon,12,999,1,failure,no
48,services,married,high.school,no,no,no,cellular,apr,mon,3,999,0,nonexistent,yes
45,blue-collar,married,basic.4y,no,yes,no,telephone,apr,mon,1,999,0,nonexistent,no
36,blue-collar,divorced,basic.6y,no,yes,no,cellular,apr,mon,1,999,0,nonexistent,no
42,admin.,divorced,high.school,no,no,no,cellular,apr,mon,1,999,0,nonexistent,no
52,retired,married,high.school,no,yes,no,cellular,apr,mon,1,999,0,nonexistent,no
40,blue-collar,married,basic.6y,no,yes,no,cellular,apr,mon,3,999,0,nonexistent,no
33,blue-collar,single,basic.4y,no,no,no,cellular,apr,mon,1,999,0,nonexistent,no
36,unemployed,single,professional.course,unknown,yes,no,cellular,apr,mon,1,999,0,nonexistent,no
24,technician,single,high.school,no,yes,no,cellular,apr,mon,1,999,0,nonexistent,no
32,management,single,university.degree,no,yes,no,cellular,apr,mon,3,999,0,nonexistent,no
36,blue-collar,single,professional.course,unknown,yes,yes,telephone,apr,mon,3,999,1,failure,no
34,services,single,basic.6y,no,yes,no,cellular,apr,mon,1,999,0,nonexistent,no
38,technician,married,professional.course,no,yes,no,cellular,apr,mon,3,999,0,nonexistent,no
37,blue-collar,married,basic.9y,no,yes,no,cellular,apr,mon,3,999,0,nonexistent,no
42,admin.,married,basic.9y,no,no,no,telephone,apr,mon,3,999,1,failure,no
30,admin.,married,high.school,no,no,no,cellular,apr,mon,1,999,0,nonexistent,no
56,blue-collar,married,basic.6y,no,yes,yes,cellular,apr,mon,1,999,0,nonexistent,no
39,blue-collar,married,basic.4y,no,yes,no,cellular,apr,mon,4,999,0,nonexistent,no
40,blue-collar,married,basic.6y,no,no,no,cellular,apr,mon,5,999,0,nonexistent,no
25,self-employed,divorced,university.degree,no,yes,no,cellular,apr,mon,5,999,0,nonexistent,yes
59,self-employed,married,professional.course,no,yes,no,cellular,apr,mon,1,999,0,nonexistent,yes
29,technician,single,university.degree,no,no,no,cellular,apr,mon,1,999,0,nonexistent,no
35,blue-collar,married,basic.9y,no,no,no,cellular,apr,mon,1,999,1,failure,no
39,entrepreneur,married,university.degree,unknown,yes,no,cellular,apr,mon,1,999,0,nonexistent,no
53,blue-collar,married,high.school,unknown,yes,yes,cellular,apr,mon,4,999,0,nonexistent,no
38,technician,single,professional.course,no,no,no,cellular,apr,mon,6,999,0,nonexistent,no
46,entrepreneur,single,university.degree,no,no,no,cellular,apr,mon,3,999,1,failure,no
47,technician,married,high.school,unknown,no,no,cellular,apr,mon,2,999,1,failure,no
29,services,single,high.school,no,no,no,cellular,apr,mon,2,999,1,failure,no
53,blue-collar,married,high.school,unknown,no,no,cellular,apr,mon,1,999,0,nonexistent,no
59,self-employed,married,professional.course,no,unknown,unknown,cellular,apr,mon,3,999,0,nonexistent,no
35,admin.,divorced,high.school,no,unknown,unknown,cellular,apr,mon,1,999,1,failure,no
41,blue-collar,married,high.school,no,no,no,cellular,apr,mon,1,999,0,nonexistent,no
40,blue-collar,married,basic.4y,no,no,no,cellular,apr,mon,1,999,0,nonexistent,yes
42,blue-collar,single,unknown,unknown,no,no,cellular,apr,mon,1,999,0,nonexistent,no
35,blue-collar,married,high.school,unknown,no,no,cellular,apr,mon,3,999,1,failure,no
38,admin.,married,high.school,unknown,no,no,telephone,apr,mon,4,999,0,nonexistent,no
26,admin.,married,high.school,no,yes,no,cellular,apr,mon,1,999,0,nonexistent,no
42,services,married,high.school,no,yes,yes,cellular,apr,mon,5,999,0,nonexistent,no
35,technician,married,university.degree,no,yes,no,cellular,apr,mon,3,999,1,failure,no
44,blue-collar,married,basic.9y,unknown,yes,no,cellular,apr,mon,1,999,0,nonexistent,no
31,blue-collar,married,basic.9y,no,yes,no,cellular,apr,mon,6,999,0,nonexistent,no
34,blue-collar,married,basic.9y,no,no,yes,cellular,apr,mon,1,999,0,nonexistent,no
31,blue-collar,single,basic.9y,no,yes,yes,cellular,apr,mon,1,999,0,nonexistent,no
43,technician,divorced,professional.course,unknown,no,no,cellular,apr,mon,2,999,1,failure,no
43,services,married,high.school,no,no,no,cellular,apr,mon,3,999,0,nonexistent,no
51,blue-collar,married,basic.9y,unknown,yes,no,cellular,apr,mon,2,999,0,nonexistent,no
39,admin.,single,high.school,no,no,no,cellular,apr,mon,2,999,0,nonexistent,no
31,blue-collar,single,basic.9y,no,no,no,cellular,apr,mon,1,999,0,nonexistent,no
41,admin.,single,university.degree,no,yes,no,cellular,apr,mon,1,999,0,nonexistent,no
29,admin.,married,university.degree,no,yes,yes,cellular,apr,mon,1,999,0,nonexistent,no
31,admin.,single,university.degree,no,yes,no,cellular,apr,mon,3,999,0,nonexistent,no
44,blue-collar,married,basic.6y,no,no,no,cellular,apr,mon,1,999,0,nonexistent,no
29,self-employed,single,university.degree,no,yes,no,cellular,apr,mon,1,999,0,nonexistent,no
30,student,single,high.school,no,yes,no,cellular,apr,mon,6,999,1,failure,no
46,entrepreneur,married,unknown,no,yes,no,cellular,apr,mon,3,999,0,nonexistent,no
37,blue-collar,single,professional.course,no,yes,no,cellular,apr,mon,1,999,1,failure,no
53,admin.,married,professional.course,no,yes,no,cellular,apr,mon,1,999,0,nonexistent,no
48,services,divorced,high.school,no,yes,yes,cellular,apr,mon,1,999,0,nonexistent,no
48,services,divorced,high.school,no,yes,no,cellular,apr,mon,3,999,1,failure,no
34,technician,married,professional.course,no,yes,no,cellular,apr,mon,3,999,0,nonexistent,no
48,services,divorced,high.school,no,yes,no,cellular,apr,mon,1,999,0,nonexistent,no
38,admin.,single,university.degree,no,yes,no,cellular,apr,mon,1,999,1,failure,no
38,admin.,single,university.degree,no,yes,no,cellular,apr,mon,1,999,0,nonexistent,no
44,blue-collar,married,basic.6y,no,yes,yes,cellular,apr,mon,6,999,0,nonexistent,no
34,admin.,single,university.degree,no,yes,no,cellular,apr,mon,1,999,0,nonexistent,no
73,retired,married,basic.4y,no,yes,no,cellular,apr,mon,1,6,1,success,no
54,technician,married,high.school,no,yes,no,cellular,apr,mon,5,999,0,nonexistent,no
31,technician,single,professional.course,no,yes,no,cellular,apr,mon,6,999,0,nonexistent,no
46,blue-collar,married,basic.9y,unknown,no,no,cellular,apr,mon,2,999,0,nonexistent,no
31,blue-collar,single,basic.9y,no,no,no,cellular,apr,mon,5,999,0,nonexistent,no
56,retired,divorced,university.degree,no,yes,no,cellular,apr,mon,5,9,1,success,no
46,blue-collar,married,basic.9y,unknown,yes,no,cellular,apr,mon,1,999,0,nonexistent,no
40,blue-collar,married,basic.6y,unknown,yes,no,telephone,apr,mon,1,999,0,nonexistent,no
37,management,married,university.degree,no,yes,no,cellular,apr,mon,1,999,0,nonexistent,no
54,technician,married,professional.course,unknown,yes,no,cellular,apr,mon,2,999,0,nonexistent,no
37,management,married,university.degree,no,no,no,cellular,apr,mon,1,999,0,nonexistent,no
29,technician,single,university.degree,no,yes,no,cellular,apr,mon,2,999,0,nonexistent,no
43,admin.,single,university.degree,no,yes,no,cellular,apr,mon,4,11,1,success,yes
53,services,married,high.school,no,yes,no,cellular,apr,mon,4,999,0,nonexistent,no
35,technician,single,university.degree,unknown,no,no,cellular,apr,mon,1,999,0,nonexistent,no
37,management,married,university.degree,no,no,no,cellular,apr,mon,1,999,0,nonexistent,no
33,technician,married,high.school,no,yes,no,cellular,apr,mon,1,999,0,nonexistent,no
42,services,married,university.degree,no,yes,no,cellular,apr,mon,6,999,0,nonexistent,no
41,services,married,high.school,no,no,no,cellular,apr,mon,2,999,1,failure,no
36,services,single,high.school,no,yes,no,cellular,apr,mon,2,999,1,failure,no
40,technician,married,professional.course,no,yes,yes,cellular,apr,mon,1,999,0,nonexistent,no
40,management,married,university.degree,unknown,no,no,cellular,apr,mon,7,999,0,nonexistent,no
40,admin.,single,high.school,no,yes,no,cellular,apr,mon,1,999,0,nonexistent,yes
34,admin.,married,basic.9y,no,yes,no,cellular,apr,mon,1,999,0,nonexistent,no
35,admin.,single,basic.9y,no,yes,no,cellular,apr,mon,1,999,1,failure,no
26,admin.,single,high.school,no,yes,no,cellular,apr,mon,1,999,0,nonexistent,yes
41,blue-collar,divorced,high.school,unknown,yes,no,cellular,apr,mon,1,999,0,nonexistent,no
29,technician,single,university.degree,no,no,yes,cellular,apr,mon,1,999,0,nonexistent,no
34,blue-collar,married,basic.9y,unknown,no,yes,cellular,apr,mon,5,999,1,failure,no
38,technician,married,professional.course,no,no,no,cellular,apr,mon,1,999,0,nonexistent,no
37,blue-collar,married,high.school,no,yes,no,cellular,apr,mon,5,999,0,nonexistent,no
